,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
380415,569790,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-10-06 11:42:00,0.55,15910.0,United Kingdom
236759,557776,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-22 15:07:00,1.65,14422.0,United Kingdom
346616,567192,22439,6 ROCKET BALLOONS ,1,2011-09-19 09:20:00,0.65,17961.0,United Kingdom
241935,558262,23123,COCKTAIL SWORDS 50 PIECES,144,2011-06-28 08:45:00,0.72,14646.0,Netherlands
325986,565465,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2011-09-05 09:46:00,0.42,15364.0,United Kingdom
445989,574866,21866,UNION JACK FLAG LUGGAGE TAG,10,2011-11-07 12:34:00,1.25,12748.0,United Kingdom
113865,545999,48194,DOORMAT HEARTS,4,2011-03-08 14:44:00,7.95,13089.0,United Kingdom
276108,561032,22504,CABIN BAG VINTAGE RETROSPOT,12,2011-07-24 11:37:00,24.95,13029.0,United Kingdom
228697,556942,20982,12 PENCILS TALL TUBE SKULLS,12,2011-06-15 16:42:00,0.85,14222.0,United Kingdom
388551,570442,23209,LUNCH BAG VINTAGE DOILY ,2,2011-10-10 14:37:00,1.65,16549.0,United Kingdom
96768,544586,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-21 15:04:00,2.55,17338.0,United Kingdom
368421,568951,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-09-29 15:26:00,3.75,17724.0,United Kingdom
334178,566233,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-09-11 11:04:00,2.89,12635.0,Germany
433822,573999,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-11-02 11:43:00,9.95,12779.0,Poland
393703,570841,21039,RED RETROSPOT SHOPPING BAG,12,2011-10-12 14:18:00,2.55,12553.0,France
68373,541864,21932,SCANDINAVIAN PAISLEY PICNIC BAG,50,2011-01-23 16:17:00,2.55,13798.0,United Kingdom
319762,564872,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,24,2011-08-31 10:47:00,4.25,16083.0,United Kingdom
325728,565453,23209,LUNCH BAG DOILEY PATTERN ,10,2011-09-04 16:05:00,1.65,15136.0,United Kingdom
422448,573083,22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,4,2011-10-27 14:22:00,1.45,13735.0,United Kingdom
59282,541280,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-01-17 11:57:00,4.95,15296.0,United Kingdom
455716,575639,85175,CACTI T-LIGHT CANDLES,48,2011-11-10 13:49:00,0.42,15289.0,United Kingdom
383332,570016,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-10-07 10:06:00,4.95,14911.0,EIRE
428108,573413,23035,DRAWER KNOB CERAMIC IVORY,6,2011-10-30 16:12:00,1.45,15444.0,United Kingdom
413798,572321,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-24 08:59:00,4.95,15592.0,United Kingdom
476753,577034,21811,HANGING HEART WITH BELL,3,2011-11-17 13:16:00,0.39,12847.0,United Kingdom
381001,569844,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-10-06 13:30:00,1.45,12626.0,Germany
194792,553671,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2011-05-18 12:37:00,2.55,13659.0,United Kingdom
5711,536874,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-03 11:35:00,4.25,16891.0,United Kingdom
389956,570488,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-10-10 17:12:00,3.29,14096.0,United Kingdom
432910,573897,23323,WHITE WICKER STAR ,3,2011-11-01 14:29:00,2.1,16729.0,United Kingdom
365766,568715,22048,BIRTHDAY BANQUET GIFT WRAP,25,2011-09-28 16:07:00,0.42,17783.0,United Kingdom
538862,581419,22434,BALLOON PUMP WITH 10 BALLOONS,8,2011-12-08 15:03:00,1.95,15484.0,United Kingdom
131473,547567,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2011-03-24 09:44:00,1.49,17644.0,United Kingdom
37381,539462,22198,LARGE POPCORN HOLDER ,12,2010-12-19 11:19:00,1.65,14032.0,United Kingdom
88096,C543765,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-11 15:16:00,0.85,16265.0,United Kingdom
427362,573384,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-10-30 14:19:00,2.95,15478.0,United Kingdom
191451,553368,48116,DOORMAT MULTICOLOUR STRIPE,101,2011-05-16 14:24:00,4.58,18102.0,United Kingdom
355174,567912,23321,SMALL WHITE HEART OF WICKER,2,2011-09-22 17:07:00,1.65,15555.0,United Kingdom
343875,566975,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-09-16 09:24:00,2.08,13599.0,United Kingdom
192833,553485,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,1,2011-05-17 12:25:00,6.25,13208.0,United Kingdom
220710,556214,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-06-09 14:14:00,0.42,14913.0,United Kingdom
410063,572088,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,2011-10-20 14:33:00,2.95,14585.0,United Kingdom
3922,536738,21843,RED RETROSPOT CAKE STAND,1,2010-12-02 13:06:00,10.95,15827.0,United Kingdom
356159,568046,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-09-23 12:16:00,2.95,18118.0,United Kingdom
389627,570482,21981,PACK OF 12 WOODLAND TISSUES ,1,2011-10-10 17:00:00,0.39,17459.0,United Kingdom
342291,566850,22174,PHOTO CUBE,12,2011-09-15 12:04:00,1.65,13662.0,United Kingdom
361370,568346,22295,HEART FILIGREE DOVE LARGE,1,2011-09-26 15:28:00,3.29,14096.0,United Kingdom
286106,562019,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,20,2011-08-01 14:57:00,2.08,14709.0,United Kingdom
341208,566737,22610,PENS ASSORTED FUNNY FACE,36,2011-09-14 14:26:00,0.19,13430.0,United Kingdom
235047,557621,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-06-21 14:00:00,0.85,12444.0,Norway
416209,572552,22185,SLATE TILE NATURAL HANGING,2,2011-10-24 17:07:00,3.29,14096.0,United Kingdom
192915,553488,23203,JUMBO BAG DOILEY PATTERNS,1,2011-05-17 12:40:00,2.08,18043.0,United Kingdom
289219,562258,20992,JAZZ HEARTS PURSE NOTEBOOK,2,2011-08-03 15:28:00,0.39,16348.0,United Kingdom
340625,566694,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-09-14 11:50:00,1.65,16401.0,United Kingdom
432110,573814,23507,MINI PLAYING CARDS BUFFALO BILL ,4,2011-11-01 11:31:00,0.42,13268.0,United Kingdom
179356,552271,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-05-08 12:00:00,1.65,13069.0,United Kingdom
531299,580914,23504,PLAYING CARDS JUBILEE UNION JACK,2,2011-12-06 13:42:00,1.25,14871.0,United Kingdom
132423,547664,84596L,BISCUITS SMALL BOWL LIGHT BLUE,24,2011-03-24 13:16:00,0.42,13069.0,United Kingdom
54041,540849,22502,PICNIC BASKET WICKER SMALL,4,2011-01-12 09:33:00,5.95,14270.0,United Kingdom
237093,557799,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-06-23 09:53:00,1.25,14854.0,United Kingdom
71590,542149,22296,HEART IVORY TRELLIS LARGE,3,2011-01-26 10:17:00,1.65,17811.0,United Kingdom
508316,579196,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-11-28 15:54:00,2.46,14096.0,United Kingdom
313377,C564488,23086,ZINC  STAR T-LIGHT HOLDER ,-16,2011-08-25 14:12:00,1.25,16859.0,United Kingdom
396187,571058,23173,REGENCY TEAPOT ROSES ,12,2011-10-13 14:18:00,8.15,13853.0,United Kingdom
329688,565850,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,2011-09-07 12:55:00,3.75,14530.0,United Kingdom
210538,555282,21809,CHRISTMAS HANGING TREE WITH BELL,1,2011-06-02 09:04:00,1.25,12709.0,Germany
19766,537889,22867,HAND WARMER BIRD DESIGN,24,2010-12-09 10:04:00,2.1,13319.0,United Kingdom
63699,541591,22117,METAL SIGN HER DINNER IS SERVED ,48,2011-01-19 14:52:00,0.85,15831.0,United Kingdom
383476,570023,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-10-07 10:22:00,2.1,13876.0,United Kingdom
352826,567692,85211,S/4 GROOVY CAT MAGNETS,5,2011-09-21 17:05:00,0.79,17997.0,United Kingdom
275301,560975,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-07-22 11:56:00,1.25,14426.0,United Kingdom
210589,555284,22469,HEART OF WICKER SMALL,12,2011-06-02 09:37:00,1.45,14298.0,United Kingdom
77782,542786,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,2011-02-01 10:15:00,4.95,17314.0,United Kingdom
176383,551998,21864,UNION JACK FLAG PASSPORT COVER ,2,2011-05-05 15:48:00,2.1,14099.0,United Kingdom
369570,569046,22336,DOVE DECORATION PAINTED ZINC ,96,2011-09-30 10:48:00,0.19,14422.0,United Kingdom
534096,581133,22064,PINK DOUGHNUT TRINKET POT ,48,2011-12-07 12:55:00,0.39,14904.0,United Kingdom
477326,577057,22431,WATERING CAN BLUE ELEPHANT,1,2011-11-17 14:26:00,1.95,12748.0,United Kingdom
404866,571697,21495,SKULLS AND CROSSBONES WRAP,25,2011-10-18 14:49:00,0.42,12759.0,Netherlands
155044,549964,22295,HEART FILIGREE DOVE LARGE,12,2011-04-13 14:12:00,1.65,13122.0,United Kingdom
183323,552656,23055,IVORY CHANDELIER T-LIGHT HOLDER,6,2011-05-10 14:46:00,6.25,12712.0,Germany
417722,572669,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,5,2011-10-25 13:10:00,0.39,16549.0,United Kingdom
249120,558885,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-07-04 15:10:00,1.25,13267.0,United Kingdom
350441,567636,22078,RIBBON REEL LACE DESIGN ,10,2011-09-21 13:48:00,2.1,16358.0,United Kingdom
320052,564961,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-08-31 14:28:00,9.95,14525.0,United Kingdom
507115,579167,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-11-28 14:06:00,6.95,16800.0,United Kingdom
140483,548406,22467,GUMBALL COAT RACK,36,2011-03-31 09:57:00,2.1,15061.0,United Kingdom
349591,567508,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-09-20 14:50:00,1.25,17724.0,United Kingdom
46793,540362,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,2011-01-06 15:42:00,1.25,13656.0,United Kingdom
174550,551822,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-05-04 12:26:00,2.95,13524.0,United Kingdom
454515,575583,22561,WOODEN SCHOOL COLOURING SET,1,2011-11-10 11:55:00,1.65,14456.0,United Kingdom
525851,580639,72819,CUPID DESIGN SCENTED CANDLES,2,2011-12-05 12:46:00,1.25,17254.0,United Kingdom
4721,536798,21174,POTTERING IN THE SHED METAL SIGN,12,2010-12-02 15:55:00,1.95,17838.0,United Kingdom
301036,563234,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-15 08:26:00,1.25,13621.0,United Kingdom
19276,537852,21326,AGED GLASS SILVER T-LIGHT HOLDER,48,2010-12-08 15:56:00,0.65,17340.0,United Kingdom
419797,572859,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-10-26 12:39:00,2.08,16418.0,United Kingdom
13124,537421,22533,MAGIC DRAWING SLATE BAKE A CAKE ,2,2010-12-06 15:25:00,0.42,17218.0,United Kingdom
484520,577532,21616,4 PEAR BOTANICAL DINNER CANDLES,3,2011-11-20 14:01:00,1.25,16666.0,United Kingdom
485251,577557,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-11-20 15:36:00,1.65,15426.0,United Kingdom
342901,566915,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-09-15 14:22:00,2.08,16945.0,United Kingdom
29698,538814,22548,HEADS AND TAILS SPORTING FUN,4,2010-12-14 12:30:00,1.25,15983.0,United Kingdom
455917,575656,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,24,2011-11-10 14:29:00,3.75,13319.0,United Kingdom
476393,577010,23206,LUNCH BAG APPLE DESIGN,5,2011-11-17 12:11:00,1.65,15506.0,United Kingdom
57332,541202,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-01-14 12:09:00,9.95,17581.0,United Kingdom
360734,568301,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-09-26 12:45:00,1.25,16383.0,United Kingdom
100551,544823,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-02-24 09:28:00,1.25,14004.0,United Kingdom
432033,573808,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,2011-11-01 11:29:00,1.25,14419.0,United Kingdom
170071,551276,85141,JARDIN ETCHED GLASS FRUITBOWL,1,2011-04-27 13:06:00,3.95,16016.0,United Kingdom
421275,572932,82582,AREA PATROLLED METAL SIGN,12,2011-10-27 10:14:00,2.1,15791.0,United Kingdom
358905,568167,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-09-25 12:45:00,3.75,15706.0,United Kingdom
438079,574304,20978,36 PENCILS TUBE SKULLS,1,2011-11-03 16:30:00,1.25,14428.0,United Kingdom
119484,546544,21900,"KEY FOB , SHED",24,2011-03-14 15:41:00,0.65,16570.0,United Kingdom
132453,547665,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-03-24 13:17:00,2.95,14256.0,United Kingdom
409188,572049,22314,OFFICE MUG WARMER CHOC+BLUE,12,2011-10-20 12:21:00,2.95,17243.0,United Kingdom
100661,544824,21535,RED RETROSPOT SMALL MILK JUG,6,2011-02-24 09:32:00,2.55,17139.0,United Kingdom
411750,572229,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2011-10-21 14:23:00,1.95,14329.0,United Kingdom
394761,570883,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-10-13 09:55:00,1.65,13477.0,United Kingdom
222300,556415,23007, SPACEBOY BABY GIFT SET,6,2011-06-10 12:19:00,14.95,12409.0,Switzerland
159592,550347,22384,LUNCH BAG PINK POLKADOT,10,2011-04-18 09:33:00,1.65,14227.0,United Kingdom
78066,542797,20677,PINK POLKADOT BOWL,3,2011-02-01 11:08:00,1.25,17884.0,United Kingdom
133848,547801,20725,LUNCH BAG RED RETROSPOT,10,2011-03-25 12:57:00,1.65,14107.0,United Kingdom
228398,556927,82583,HOT BATHS METAL SIGN,144,2011-06-15 14:47:00,1.85,14156.0,EIRE
477439,577057,21311,SET/4 BIRD MIRROR MAGNETS ,1,2011-11-17 14:26:00,0.29,12748.0,United Kingdom
92525,544194,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-17 08:40:00,0.42,16839.0,United Kingdom
329961,565862,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-07 14:56:00,4.95,15885.0,United Kingdom
95612,544462,23000,TRAVEL CARD WALLET TRANSPORT,4,2011-02-20 14:21:00,0.42,17050.0,United Kingdom
409016,572036,85099B,JUMBO BAG RED RETROSPOT,15,2011-10-20 12:04:00,2.08,18149.0,United Kingdom
527821,580727,22589,CARDHOLDER GINGHAM STAR,3,2011-12-05 17:17:00,4.96,14096.0,United Kingdom
213503,555544,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-05 13:05:00,2.08,14621.0,United Kingdom
399353,571278,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-10-16 12:46:00,2.08,14780.0,United Kingdom
480652,577315,21682,LARGE MEDINA STAMPED METAL BOWL ,1,2011-11-18 13:25:00,4.95,17811.0,United Kingdom
373391,569327,23078,ICE CREAM PEN LIP GLOSS ,24,2011-10-03 12:47:00,1.25,15091.0,United Kingdom
151405,549554,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-04-10 12:36:00,0.42,16779.0,United Kingdom
517987,580105,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,2011-12-01 15:24:00,1.65,17675.0,United Kingdom
148173,549185,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-04-07 09:35:00,1.25,18272.0,United Kingdom
214471,555577,20725,LUNCH BAG RED RETROSPOT,10,2011-06-05 15:53:00,1.65,15301.0,United Kingdom
139591,548327,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-03-30 13:05:00,2.08,16788.0,United Kingdom
526900,580679,22917,HERB MARKER ROSEMARY,12,2011-12-05 14:49:00,0.65,18198.0,United Kingdom
335913,566295,22115,METAL SIGN EMPIRE TEA,1,2011-09-11 15:44:00,0.79,15547.0,United Kingdom
269631,560491,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2011-07-19 10:51:00,1.25,12415.0,Australia
510653,579461,22945,CHRISTMAS METAL TAGS ASSORTED ,24,2011-11-29 14:42:00,0.85,15615.0,United Kingdom
104744,545214,21164,HOME SWEET HOME METAL SIGN ,6,2011-02-28 16:39:00,2.95,17165.0,United Kingdom
321900,565209,84949,SILVER HANGING T-LIGHT HOLDER,2,2011-09-01 16:59:00,1.65,15910.0,United Kingdom
179529,552280,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-05-08 12:39:00,6.35,13561.0,United Kingdom
314829,564660,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-08-26 14:45:00,1.95,15074.0,United Kingdom
490005,578036,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2011-11-22 14:04:00,1.25,16474.0,United Kingdom
450053,575152,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-11-08 16:12:00,0.42,16284.0,United Kingdom
416410,572552,82567,"AIRLINE LOUNGE,METAL SIGN",3,2011-10-24 17:07:00,1.63,14096.0,United Kingdom
12302,537374,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2010-12-06 12:55:00,1.25,17259.0,United Kingdom
185516,552820,21749,LARGE RED RETROSPOT WINDMILL,6,2011-05-11 12:53:00,2.1,16644.0,United Kingdom
279052,561231,22659,LUNCH BOX I LOVE LONDON,4,2011-07-26 10:20:00,1.95,15855.0,United Kingdom
421942,573032,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,2011-10-27 13:36:00,2.55,18211.0,United Kingdom
236195,557744,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-06-22 12:09:00,0.55,15194.0,United Kingdom
469325,576592,20616,CHERRY BLOSSOM PASSPORT COVER,1,2011-11-15 14:47:00,0.75,13614.0,United Kingdom
525672,580635,22741,FUNKY DIVA PEN,48,2011-12-05 12:30:00,0.85,14649.0,United Kingdom
380652,569827,23207,LUNCH BAG ALPHABET DESIGN,10,2011-10-06 12:26:00,1.65,13591.0,United Kingdom
204008,554617,22852,DOG BOWL VINTAGE CREAM,1,2011-05-25 11:21:00,4.25,14593.0,United Kingdom
288579,562173,23096,PETIT TRAY CHIC,2,2011-08-03 12:12:00,1.65,14530.0,United Kingdom
49162,540505,85180A,RED HEARTS LIGHT CHAIN ,12,2011-01-09 11:05:00,1.25,17095.0,United Kingdom
234921,557617,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-06-21 13:37:00,4.25,14543.0,United Kingdom
319326,564849,22678,FRENCH BLUE METAL DOOR SIGN 3,10,2011-08-30 15:42:00,1.25,17675.0,United Kingdom
383470,570022,85099F,JUMBO BAG STRAWBERRY,1,2011-10-07 10:21:00,2.08,14067.0,United Kingdom
411970,572242,23103,JINGLE BELL HEART DECORATION,24,2011-10-21 15:36:00,1.65,15677.0,United Kingdom
143665,548710,22568,FELTCRAFT CUSHION OWL,4,2011-04-03 13:24:00,3.75,16678.0,United Kingdom
343867,566975,23203,JUMBO BAG VINTAGE DOILY ,20,2011-09-16 09:24:00,2.08,13599.0,United Kingdom
348100,567375,20725,LUNCH BAG RED RETROSPOT,10,2011-09-20 09:45:00,1.65,14766.0,United Kingdom
327581,565682,85152,HAND OVER THE CHOCOLATE   SIGN ,9,2011-09-06 10:42:00,2.1,14796.0,United Kingdom
495476,578305,22375,AIRLINE BAG VINTAGE JET SET BROWN,8,2011-11-23 15:44:00,3.95,14088.0,United Kingdom
310497,564187,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-08-23 15:24:00,1.65,15005.0,United Kingdom
172388,551532,47566,PARTY BUNTING,4,2011-05-01 14:17:00,4.95,16554.0,United Kingdom
356745,568059,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-09-23 12:58:00,1.25,13097.0,United Kingdom
113643,545995,21454,PAINTED PINK RABBIT ,13,2011-03-08 13:54:00,0.85,15023.0,United Kingdom
393333,570818,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,2011-10-12 12:47:00,0.65,17841.0,United Kingdom
288792,562205,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-03 12:55:00,2.55,18055.0,United Kingdom
345854,567180,48194,DOORMAT HEARTS,10,2011-09-18 14:56:00,7.08,17802.0,United Kingdom
102052,544945,85206A,CREAM FELT EASTER EGG BASKET,6,2011-02-25 10:53:00,1.65,17735.0,United Kingdom
433840,573999,21824,PAINTED METAL STAR WITH HOLLY BELLS,48,2011-11-02 11:43:00,0.39,12779.0,Poland
316253,564753,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-30 10:20:00,2.08,13709.0,United Kingdom
538925,581423,22727,ALARM CLOCK BAKELIKE RED ,4,2011-12-08 15:24:00,3.75,16688.0,United Kingdom
335458,566287,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-09-11 15:11:00,3.75,17218.0,United Kingdom
513000,579527,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-11-30 08:43:00,0.39,18210.0,United Kingdom
196859,553869,21843,RED RETROSPOT CAKE STAND,6,2011-05-19 14:27:00,10.95,15394.0,United Kingdom
39596,539654,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2010-12-20 17:05:00,4.95,17340.0,United Kingdom
215791,555736,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-06-07 09:13:00,0.42,17730.0,United Kingdom
359542,568191,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2011-09-25 14:37:00,1.65,16655.0,United Kingdom
410474,572103,22652,TRAVEL SEWING KIT,1,2011-10-20 15:57:00,1.65,17571.0,United Kingdom
371341,569219,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-10-02 13:01:00,0.95,13558.0,United Kingdom
308693,564049,21984,PACK OF 12 PINK PAISLEY TISSUES ,2,2011-08-22 13:30:00,0.29,17585.0,United Kingdom
321528,565151,22979,PANTRY WASHING UP BRUSH,1,2011-09-01 14:29:00,1.45,16923.0,United Kingdom
526798,580677,22082,RIBBON REEL STRIPES DESIGN ,2,2011-12-05 14:40:00,1.65,16200.0,United Kingdom
123566,546899,85099F,JUMBO BAG STRAWBERRY,30,2011-03-17 18:27:00,1.65,14298.0,United Kingdom
301541,563333,22882,NUMBER TILE VINTAGE FONT 3,4,2011-08-15 13:09:00,1.95,15996.0,United Kingdom
236360,557750,16219,HOUSE SHAPE PENCIL SHARPENER,48,2011-06-22 12:50:00,0.06,16841.0,United Kingdom
416420,572552,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-10-24 17:07:00,2.46,14096.0,United Kingdom
478479,577085,22597,MUSICAL ZINC HEART DECORATION ,72,2011-11-17 15:47:00,0.29,12997.0,United Kingdom
471733,576650,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-11-16 10:34:00,2.08,14286.0,United Kingdom
32108,539042,85099B,JUMBO BAG RED RETROSPOT,20,2010-12-15 15:37:00,1.95,15062.0,United Kingdom
411866,572237,23566,EGG CUP MILKMAID HEIDI,12,2011-10-21 14:49:00,1.25,15152.0,United Kingdom
185375,552813,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-11 12:44:00,1.65,15079.0,United Kingdom
219631,556105,21790,VINTAGE SNAP CARDS,12,2011-06-08 16:39:00,0.85,13466.0,United Kingdom
87356,543653,82567,"AIRLINE LOUNGE,METAL SIGN",3,2011-02-11 10:26:00,2.1,14796.0,United Kingdom
347946,C567351,23324,RUSTIC STRAWBERRY JAM POT LARGE ,-23,2011-09-19 16:05:00,1.85,15251.0,United Kingdom
508871,579282,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-11-29 10:41:00,2.1,16818.0,United Kingdom
472347,576686,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-11-16 12:08:00,2.95,16916.0,United Kingdom
407017,571844,22197,POPCORN HOLDER,24,2011-10-19 12:30:00,0.85,17101.0,United Kingdom
301399,563262,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-08-15 12:44:00,2.1,15311.0,United Kingdom
492420,578117,22795,SWEETHEART RECIPE BOOK STAND,2,2011-11-23 10:01:00,6.75,14334.0,United Kingdom
236430,557758,21992,VINTAGE PAISLEY STATIONERY SET,4,2011-06-22 13:28:00,1.25,17585.0,United Kingdom
14480,537595,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-07 12:29:00,3.75,13569.0,United Kingdom
490439,578055,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-11-22 15:00:00,1.25,13986.0,United Kingdom
183113,552644,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-10 13:25:00,12.75,15063.0,United Kingdom
264689,560107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-15 08:09:00,2.95,12928.0,United Kingdom
114744,546082,40016,CHINESE DRAGON PAPER LANTERNS,600,2011-03-09 11:25:00,0.25,12971.0,United Kingdom
86,536378,22386,JUMBO BAG PINK POLKADOT,10,2010-12-01 09:37:00,1.95,14688.0,United Kingdom
200143,554114,21618,4 WILDFLOWER BOTANICAL CANDLES,2,2011-05-22 15:00:00,3.75,15292.0,United Kingdom
77073,C542693,15036,ASSORTED COLOURS SILK FAN,-600,2011-01-31 12:36:00,0.65,12908.0,United Kingdom
312857,564375,23012,GLASS APOTHECARY BOTTLE PERFUME,12,2011-08-25 10:16:00,3.45,13078.0,United Kingdom
119038,546520,22341,LOVE GARLAND PAINTED ZINC ,12,2011-03-14 12:28:00,1.65,14911.0,EIRE
151980,549574,22898,CHILDRENS APRON APPLES DESIGN,8,2011-04-10 16:02:00,1.95,18226.0,United Kingdom
305813,563714,22077,6 RIBBONS RUSTIC CHARM,12,2011-08-18 15:51:00,1.65,14565.0,United Kingdom
489625,578020,23355,HOT WATER BOTTLE KEEP CALM,12,2011-11-22 13:20:00,4.95,16979.0,United Kingdom
498389,578519,22349,DOG BOWL CHASING BALL DESIGN,1,2011-11-24 13:56:00,3.75,14591.0,United Kingdom
427435,573387,85175,CACTI T-LIGHT CANDLES,16,2011-10-30 14:33:00,0.42,15054.0,United Kingdom
83813,543354,21454,PAINTED PINK RABBIT ,12,2011-02-07 13:50:00,0.85,13458.0,United Kingdom
205637,554825,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-05-26 14:45:00,3.75,16843.0,United Kingdom
147108,549054,21845,DAIRY MAID STRIPE MUG,36,2011-04-06 10:21:00,0.79,17719.0,United Kingdom
261434,559863,20676,RED RETROSPOT BOWL,12,2011-07-13 10:33:00,1.25,15039.0,United Kingdom
271190,560650,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-07-20 11:38:00,4.25,15529.0,United Kingdom
312944,564383,22457,NATURAL SLATE HEART CHALKBOARD ,48,2011-08-25 10:49:00,2.55,15251.0,United Kingdom
234603,557570,21125,SET 6 FOOTBALL CELEBRATION CANDLES,3,2011-06-21 10:48:00,1.25,15998.0,United Kingdom
